id,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
19003,City Hotel,1,2017,June,26,28,0,0,0,0,0,BB,PRT,Aviation,Corporate,0,0,0,A,A,1,No Deposit,NULL,153,0,Transient,0,0,0
19004,City Hotel,173,2017,July,28,9,2,0,2,0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89.1,0,0
19005,City Hotel,181,2017,June,23,8,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58,NULL,0,Transient,100,0,0
19006,City Hotel,143,2017,May,18,4,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,151,NULL,0,Transient,100,0,0
19007,City Hotel,271,2017,August,31,2,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,107.1,0,1
19008,City Hotel,64,2017,May,21,21,2,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,162,0,1
19009,City Hotel,181,2017,August,32,11,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,100.48,0,0
19010,City Hotel,153,2017,July,30,27,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,166.5,0,0
19011,City Hotel,32,2017,May,22,30,0,2,2,0,0,SC,ISR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Transient,160,0,2
19012,City Hotel,4,2017,May,21,22,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,14,A,A,0,No Deposit,NULL,40,0,Transient,65,0,2
19013,City Hotel,59,2017,July,29,17,1,2,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,200,0,0
19014,Resort Hotel,141,2017,April,15,12,1,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,75,0,0
19015,City Hotel,17,2017,June,23,5,1,1,3,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,200,0,2
19016,City Hotel,186,2017,May,22,30,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19,NULL,0,Transient,130,0,0
19017,City Hotel,105,2017,May,20,19,0,2,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,3,No Deposit,9,NULL,0,Transient,261,1,0
19018,Resort Hotel,2,2017,April,16,21,1,2,1,0,0,BB,RUS,Direct,Direct,0,0,0,G,G,0,No Deposit,250,NULL,0,Transient,187.33,1,0
19019,City Hotel,21,2017,June,23,10,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,NULL,NULL,0,Transient,65,1,1
19020,Resort Hotel,202,2017,May,18,4,0,1,2,0,0,BB,BRA,Groups,TA/TO,0,0,0,D,D,0,No Deposit,251,NULL,0,Transient-Party,62,0,1
19021,Resort Hotel,131,2017,April,16,16,2,5,2,0,0,HB,CZE,Groups,TA/TO,0,0,0,D,D,1,No Deposit,493,NULL,0,Contract,90,0,0
19022,City Hotel,93,2017,June,25,22,2,3,2,0,0,BB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,21,NULL,0,Transient-Party,85,0,0
19023,City Hotel,61,2017,May,22,28,2,1,3,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,214.67,0,0
19024,Resort Hotel,26,2017,August,32,7,3,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,NULL,0,Group,125.1,0,1
19025,Resort Hotel,0,2017,August,32,9,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,244,1,0
19026,Resort Hotel,322,2017,May,22,31,0,3,2,2,0,BB,FJI,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,135.33,0,0
19027,City Hotel,32,2017,August,34,24,0,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,129.5,0,1
19028,City Hotel,0,2017,August,34,20,2,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,98,NULL,0,Transient-Party,115,0,0
19029,City Hotel,210,2017,August,33,16,0,4,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,106.65,0,1
19030,City Hotel,263,2017,June,25,23,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,NULL,0,Transient-Party,105,0,1
19031,City Hotel,346,2017,July,30,24,1,4,1,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89.1,0,2
19032,City Hotel,115,2017,May,19,7,2,0,2,0,0,BB,KOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,126,0,0
19033,City Hotel,132,2017,June,24,14,0,4,3,0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8,NULL,0,Transient,209.7,0,2
19034,Resort Hotel,0,2017,July,29,16,1,0,3,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,160,0,0
19035,Resort Hotel,5,2017,August,33,17,0,1,2,2,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,NULL,NULL,0,Transient,255,0,0
19036,Resort Hotel,52,2017,July,27,7,0,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240,NULL,0,Transient,210,0,0
19037,City Hotel,177,2017,July,30,24,1,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,130.5,0,0
19038,Resort Hotel,5,2017,May,18,5,0,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,112,0,2
19039,City Hotel,277,2017,July,29,17,1,2,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient-Party,139.5,0,0
19040,Resort Hotel,177,2017,August,33,19,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Transient,239,0,1
19041,Resort Hotel,243,2017,July,26,1,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,126,0,1
19042,City Hotel,14,2017,May,20,14,2,2,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,150.48,0,2
19043,Resort Hotel,112,2017,May,19,8,3,6,3,0,0,HB,IRL,Direct,Direct,0,0,0,D,D,1,No Deposit,250,NULL,0,Transient,143.89,0,1
19044,Resort Hotel,125,2017,August,35,28,1,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241,NULL,0,Transient,228.89,0,1
19045,City Hotel,38,2017,August,33,19,2,1,1,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,310,NULL,0,Transient,140,0,0
19046,Resort Hotel,309,2017,May,21,25,2,5,2,0,1,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,2,No Deposit,40,NULL,0,Contract,68.7,0,2
19047,Resort Hotel,175,2017,June,22,2,4,10,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,140,0,2
19048,City Hotel,159,2017,May,21,24,0,4,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,83,NULL,0,Transient,129.6,0,0
19049,Resort Hotel,217,2017,June,25,18,2,4,2,0,0,HB,CHE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,170,0,2
19050,City Hotel,113,2017,May,20,20,2,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,34,NULL,0,Transient,190,0,0
19051,Resort Hotel,73,2017,July,29,21,2,6,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,2,No Deposit,181,NULL,0,Transient,203.75,1,0
19052,Resort Hotel,201,2017,June,24,12,2,5,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,11,NULL,0,Transient,80.19,0,0
19053,City Hotel,329,2017,May,19,10,0,4,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,14,No Deposit,9,NULL,0,Transient,104.4,0,2
19054,City Hotel,150,2017,June,24,17,2,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,120,0,0
19055,City Hotel,164,2017,May,20,15,1,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,160,0,0
19056,Resort Hotel,310,2017,June,24,16,3,7,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,80.1,0,0
19057,Resort Hotel,46,2017,August,32,8,0,5,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,508,NULL,0,Transient-Party,243.81,0,4
19058,City Hotel,130,2017,June,22,1,2,3,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,185.4,0,0
19059,Resort Hotel,71,2017,May,18,1,1,2,2,2,0,BB,ESP,Direct,Direct,0,0,0,C,C,0,No Deposit,250,NULL,0,Transient,125,1,1
19060,Resort Hotel,128,2017,April,15,13,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient-Party,72.71,0,1
19061,City Hotel,155,2017,April,15,13,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,58,NULL,0,Transient,130,0,0
19062,City Hotel,206,2017,July,28,9,2,0,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89.1,0,2
19063,City Hotel,16,2017,July,31,30,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,178,0,2
19064,Resort Hotel,58,2017,July,30,28,2,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,242,0,2
19065,Resort Hotel,61,2017,July,28,9,1,0,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,210,1,1
19066,Resort Hotel,272,2017,July,27,3,3,7,1,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,NULL,0,Contract,119.85,0,0
19067,City Hotel,157,2017,June,23,9,2,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,E,E,1,No Deposit,14,NULL,0,Transient,171,0,2
19068,City Hotel,476,2017,July,28,15,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,0
19069,City Hotel,86,2017,June,22,2,1,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,180,0,0
19070,Resort Hotel,288,2017,July,27,7,0,2,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,133.2,0,0
19071,City Hotel,156,2017,April,17,26,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,100,0,0
19072,City Hotel,171,2017,July,28,12,0,4,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,161.1,0,2
19073,City Hotel,107,2017,May,19,13,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83,NULL,0,Transient,117.6,0,0
19074,City Hotel,69,2017,April,14,6,0,3,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,NULL,197,0,Transient,85,0,0
19075,City Hotel,131,2017,June,24,15,0,3,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,126,0,0
19076,City Hotel,227,2017,June,22,1,0,3,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,157.5,0,1
19077,City Hotel,7,2017,June,24,14,0,1,2,0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,1,No Deposit,NULL,45,0,Transient,0,0,1
19078,Resort Hotel,152,2017,July,28,13,0,3,2,2,0,BB,BRA,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,240,NULL,0,Transient-Party,200.67,0,1
19079,Resort Hotel,65,2017,April,16,17,1,0,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,90,0,1
19080,Resort Hotel,64,2017,June,25,21,2,5,2,0,0,HB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,194,0,1
19081,City Hotel,208,2017,May,21,24,0,2,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,114.4,0,0
19082,Resort Hotel,201,2017,May,20,15,4,10,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,74.03,0,0
19083,City Hotel,70,2017,August,35,28,4,10,3,0,0,BB,MOZ,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,200.29,0,1
19084,City Hotel,120,2017,May,19,11,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,NULL,0,Transient,89.1,0,0
19085,City Hotel,36,2017,June,23,4,1,0,2,0,0,BB,ARG,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,170,0,1
19086,City Hotel,18,2017,August,34,23,0,4,2,0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,134.75,0,1
19087,City Hotel,145,2017,August,32,12,2,1,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient-Party,129.83,1,0
19088,City Hotel,66,2017,April,15,9,2,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,100,0,0
19089,Resort Hotel,143,2017,August,34,20,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,174.04,0,1
19090,City Hotel,103,2017,August,32,12,2,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,125,0,1
19091,Resort Hotel,19,2017,August,35,30,0,2,1,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,241,NULL,0,Transient,153,0,1
19092,City Hotel,0,2017,July,27,6,0,2,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,D,1,No Deposit,NULL,NULL,0,Transient,81,0,0
19093,City Hotel,110,2017,April,15,14,1,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,145.5,0,0
19094,Resort Hotel,114,2017,July,29,16,2,5,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,182.86,0,1
19095,Resort Hotel,266,2017,July,30,28,2,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,436,NULL,0,Transient-Party,128.9,0,1
19096,City Hotel,144,2017,June,25,22,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,NULL,0,Transient,126,0,2
19097,Resort Hotel,146,2017,June,24,14,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,110,0,0
19098,City Hotel,2,2017,August,33,16,0,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,128,0,0
19099,City Hotel,48,2017,April,15,10,1,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108,0,0
19100,City Hotel,24,2017,June,22,1,4,10,2,0,0,BB,ARE,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,143.57,0,0
19101,Resort Hotel,190,2017,August,34,22,2,8,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240,NULL,0,Transient,207.4,0,1
19102,Resort Hotel,51,2017,July,30,28,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,5,NULL,0,Transient,178,0,1
19103,City Hotel,300,2017,August,31,4,1,2,3,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83,NULL,0,Transient,109.2,0,2
19104,City Hotel,5,2017,May,20,18,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,NULL,0,Transient,250,0,0
19105,City Hotel,175,2017,May,20,19,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,12,NULL,0,Transient,110,0,0
19106,Resort Hotel,210,2017,July,30,24,1,2,2,0,0,HB,HUN,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240,NULL,0,Transient-Party,183.75,0,1
19107,City Hotel,96,2017,May,19,11,0,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,147,0,0
19108,City Hotel,160,2017,July,28,15,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,78.35,0,1
19109,Resort Hotel,126,2017,July,28,15,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,192,0,1
19110,City Hotel,89,2017,August,34,26,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,109.44,0,1
19111,City Hotel,39,2017,June,25,20,0,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,1
19112,Resort Hotel,156,2017,June,24,17,2,5,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,110,0,1
19113,City Hotel,226,2017,July,28,9,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,110,0,0
19114,Resort Hotel,181,2017,July,29,16,2,5,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,171.71,0,2
19115,City Hotel,77,2017,August,32,7,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,150,0,1
19116,City Hotel,75,2017,July,30,24,1,4,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,148,0,1
19117,Resort Hotel,193,2017,August,33,17,0,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,182,0,3
19118,Resort Hotel,253,2017,June,26,25,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,80.1,0,1
19119,City Hotel,18,2017,July,30,27,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,169,0,1
19120,City Hotel,336,2017,April,17,28,0,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,0
19121,City Hotel,422,2017,June,24,13,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229,NULL,0,Transient,90,0,0
19122,City Hotel,5,2017,July,27,4,0,3,1,0,0,BB,PRT,Corporate,Corporate,1,1,5,A,A,0,No Deposit,NULL,40,0,Transient,65,0,1
19123,City Hotel,99,2017,June,25,19,1,2,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,126,0,0
19124,Resort Hotel,63,2017,April,17,26,2,5,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,155,0,0
19125,Resort Hotel,0,2017,June,25,23,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,128,0,1
19126,City Hotel,63,2017,July,30,26,0,3,2,2,0,BB,ISR,Online TA,TA/TO,0,0,0,F,F,4,No Deposit,7,NULL,0,Transient,182.4,0,1
19127,City Hotel,407,2017,May,18,6,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229,NULL,0,Transient,90,0,0
19128,Resort Hotel,1,2017,May,22,30,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,0,No Deposit,NULL,269,0,Transient,45,0,0
19129,Resort Hotel,0,2017,August,35,30,0,2,1,0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,306,NULL,0,Transient,104.55,0,0
19130,Resort Hotel,132,2017,July,28,10,1,4,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,152.9,0,1
19131,Resort Hotel,1,2017,June,26,27,0,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,240,NULL,0,Transient,154,1,0
19132,City Hotel,302,2017,July,30,29,1,1,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,123.3,0,4
19133,Resort Hotel,93,2017,April,15,15,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,78.57,0,0
19134,City Hotel,167,2017,May,18,6,2,5,3,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,174.21,0,0
19135,Resort Hotel,185,2017,July,31,30,3,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,195.5,0,2
19136,City Hotel,198,2017,August,32,12,2,5,2,1,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,22,NULL,0,Transient,105.91,0,0
19137,Resort Hotel,203,2017,April,17,25,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,90,0,0
19138,Resort Hotel,1,2017,May,21,21,1,0,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,G,G,0,No Deposit,NULL,NULL,0,Transient,135,0,2
19139,Resort Hotel,221,2017,April,16,16,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,60,0,2
19140,Resort Hotel,3,2017,August,35,28,1,2,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,235.8,0,2
19141,City Hotel,89,2017,August,33,16,0,3,2,2,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,NULL,0,Transient,240,0,1
19142,City Hotel,94,2017,July,27,7,0,2,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,190,0,1
19143,City Hotel,219,2017,May,19,9,0,2,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,2
19144,Resort Hotel,248,2017,May,18,3,1,4,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,54,0,1
19145,Resort Hotel,102,2017,April,17,29,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,177,NULL,0,Transient,63,0,0
19146,City Hotel,260,2017,July,30,24,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,107.1,0,4
19147,City Hotel,44,2017,June,25,20,0,2,2,0,0,SC,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,120,0,0
19148,Resort Hotel,3,2017,August,33,17,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,20,0,Transient,135,0,0
19149,Resort Hotel,13,2017,August,35,28,1,5,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240,NULL,0,Transient,232.5,0,1
19150,City Hotel,20,2017,May,18,3,0,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,130,0,1
19151,City Hotel,150,2017,July,29,18,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,89.1,0,2
19152,City Hotel,191,2017,April,14,6,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83,NULL,0,Transient,88.4,0,0
19153,City Hotel,247,2017,May,21,25,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,138.6,0,1
19154,City Hotel,96,2017,April,15,12,0,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,159,0,1
19155,City Hotel,139,2017,August,33,19,2,5,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,155,0,0
19156,Resort Hotel,35,2017,April,15,13,0,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,167,0,3
19157,City Hotel,261,2017,August,32,8,0,1,2,2,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,164.6,0,3
19158,City Hotel,143,2017,April,16,20,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,33,NULL,18,Transient,85,0,0
19159,City Hotel,174,2017,April,13,1,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117,0,2
19160,City Hotel,96,2017,April,17,26,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29,NULL,0,Transient,130,0,0
19161,Resort Hotel,47,2017,June,23,7,0,4,1,0,0,HB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,147,0,0
19162,City Hotel,18,2017,May,21,23,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,114,0,1
